TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,is_large_transaction,log_transaction_amount,transaction_hour,transaction_day_of_week,odd_hour_transaction,user_transaction_count,user_avg_transaction_amount,deviation_from_user_avg,user_primary_location,is_unusual_location
TX000642,AC00262,71.53,2023-10-30 16:49:00,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,04/11/2024 08:12,0,4.284000269375321,16,0,0,4,486.02000000000004,-414.49,Colorado Springs,1
TX000643,AC00032,467.13,2023-09-28 17:18:00,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,04/11/2024 08:06,0,6.14874603512232,17,3,0,8,380.37375,86.75625000000002,Tucson,1
TX000644,AC00131,235.4,2023-09-26 17:02:00,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,04/11/2024 08:10,0,5.465525285531943,17,1,0,9,314.38,-78.97999999999999,Detroit,0
TX000645,AC00176,159.32,2023-01-16 18:57:00,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,04/11/2024 08:10,0,5.0771718178965,18,0,0,8,294.71,-135.39,Atlanta,1
TX000646,AC00139,50.83,2023-12-18 16:06:00,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,04/11/2024 08:10,0,3.947969132201615,16,0,0,7,201.65857142857143,-150.82857142857142,Nashville,1
TX000647,AC00056,56.89,2023-02-03 18:03:00,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,04/11/2024 08:09,0,4.058544658090914,18,4,0,6,83.11,-26.22,Houston,0
TX000648,AC00276,20.22,2023-03-10 18:26:00,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,04/11/2024 08:06,0,3.054944133185837,18,4,0,5,294.22799999999995,-274.0079999999999,Austin,1
TX000649,AC00447,50.4,2023-03-27 17:02:00,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,04/11/2024 08:07,0,3.9396381724611196,17,0,0,4,158.275,-107.875,Atlanta,1
TX000650,AC00143,73.88,2023-05-08 17:42:00,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,04/11/2024 08:08,0,4.315886832169337,17,0,0,5,275.756,-201.87599999999998,Atlanta,1
TX000651,AC00139,119.61,2023-03-14 16:21:00,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,04/11/2024 08:07,0,4.792562199595151,16,1,0,7,201.65857142857143,-82.04857142857144,Nashville,1
TX000653,AC00426,116.58,2023-08-31 16:38:00,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,04/11/2024 08:06,0,4.7671189529741085,16,3,0,5,238.038,-121.45800000000001,Colorado Springs,1
TX000655,AC00381,391.96,2023-06-19 16:21:00,Debit,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,04/11/2024 08:06,0,5.973707825518723,16,0,0,3,296.90000000000003,95.05999999999995,Memphis,1
TX000656,AC00458,156.26,2023-01-02 17:49:00,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,04/11/2024 08:09,0,5.05790048656337,17,0,0,7,220.70857142857145,-64.44857142857146,Kansas City,1
TX000657,AC00014,427.0,2023-07-31 17:04:00,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,04/11/2024 08:07,0,6.059123195581797,17,0,0,9,348.25333333333333,78.74666666666667,Atlanta,1
TX000658,AC00071,443.68,2023-04-25 18:58:00,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,04/11/2024 08:10,0,6.097354922365414,18,1,0,5,366.354,77.32600000000002,Oklahoma City,1
TX000659,AC00054,101.76,2023-02-20 17:27:00,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,04/11/2024 08:11,0,4.632396172241683,17,0,0,8,203.615,-101.855,Philadelphia,0
TX000660,AC00182,67.57,2023-08-17 16:44:00,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,04/11/2024 08:11,0,4.227855121296273,16,3,0,8,444.20124999999996,-376.63124999999997,Memphis,1
TX000661,AC00257,326.29,2023-12-06 17:10:00,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,04/11/2024 08:10,0,5.790846628030911,17,2,0,11,310.0018181818182,16.28818181818184,Charlotte,1
TX000662,AC00006,158.56,2023-02-28 17:28:00,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,04/11/2024 08:10,0,5.0724200270372055,17,1,0,4,254.43,-95.87,Atlanta,1
TX000663,AC00424,56.02,2023-06-19 17:50:00,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,04/11/2024 08:07,0,4.043402083484526,17,0,0,5,242.404,-186.384,Baltimore,1
TX000664,AC00131,288.28,2023-01-17 17:11:00,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,04/11/2024 08:06,0,5.667395077203811,17,1,0,9,314.38,-26.100000000000023,Detroit,1
TX000665,AC00133,245.67,2023-01-02 18:35:00,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,04/11/2024 08:07,0,5.508051410952312,18,0,0,7,199.75571428571428,45.91428571428571,Atlanta,1
TX000667,AC00361,114.35,2023-11-27 16:16:00,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,04/11/2024 08:10,0,4.747970984619762,16,0,0,2,120.475,-6.125,El Paso,0
TX000668,AC00092,373.27,2023-07-18 18:03:00,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,04/11/2024 08:06,0,5.9249774620856215,18,1,0,8,289.7,83.57,Denver,1
TX000669,AC00049,504.63,2023-11-13 17:07:00,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,04/11/2024 08:07,0,6.225805176515408,17,0,0,2,556.885,-52.254999999999995,Portland,0
TX000671,AC00323,820.15,2023-12-18 16:33:00,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,04/11/2024 08:10,1,6.71070579678357,16,0,0,4,320.0,500.15,Boston,1
TX000672,AC00372,986.81,2023-03-31 16:52:00,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,04/11/2024 08:09,1,6.895490371562065,16,4,0,3,680.61,306.19999999999993,Houston,0
TX000673,AC00497,8.37,2023-01-12 16:21:00,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,04/11/2024 08:11,0,2.2375130962503307,16,3,0,6,197.86833333333334,-189.49833333333333,Baltimore,1
TX000674,AC00130,197.49,2023-07-03 16:36:00,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,04/11/2024 08:06,0,5.2907387210244865,16,0,0,9,318.09222222222223,-120.60222222222222,Chicago,1
TX000675,AC00034,637.97,2023-10-23 17:17:00,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,04/11/2024 08:07,0,6.459857504918618,17,0,0,4,251.97500000000002,385.995,Boston,1
TX000676,AC00286,13.52,2023-05-15 16:51:00,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,04/11/2024 08:06,0,2.67552700939665,16,0,0,6,90.67333333333333,-77.15333333333334,Los Angeles,1
TX000677,AC00232,432.1,2023-03-20 16:28:00,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,04/11/2024 08:10,0,6.070968648220581,16,0,0,5,262.11199999999997,169.98800000000006,Philadelphia,1
TX000678,AC00182,375.17,2023-06-08 17:20:00,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,04/11/2024 08:11,0,5.930041168870556,17,3,0,8,444.20124999999996,-69.03124999999994,Memphis,1
TX000679,AC00136,642.68,2023-02-17 16:57:00,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,04/11/2024 08:08,0,6.467201708201478,16,4,0,8,485.06625,157.61374999999992,Austin,1
TX000680,AC00101,78.44,2023-11-21 17:25:00,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,04/11/2024 08:10,0,4.375002019736917,17,1,0,3,99.96666666666665,-21.526666666666657,Columbus,1
TX000681,AC00328,139.72,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,04/11/2024 08:08,0,4.946772100429302,17,0,0,5,150.746,-11.02600000000001,Charlotte,1
TX000682,AC00356,499.99,2023-08-02 16:01:00,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,04/11/2024 08:09,0,6.21658614080582,16,2,0,8,322.90875,177.08125,Baltimore,1
TX000683,AC00312,10.07,2023-01-17 16:47:00,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,04/11/2024 08:08,0,2.4042387467205457,16,1,0,3,149.40333333333334,-139.33333333333334,Albuquerque,0
TX000684,AC00242,120.62,2023-02-27 16:37:00,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,04/11/2024 08:06,0,4.800901429691963,16,0,0,9,145.5211111111111,-24.901111111111106,Albuquerque,1
TX000685,AC00123,578.49,2023-10-16 17:46:00,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,04/11/2024 08:06,0,6.362148406375523,17,0,0,4,229.76500000000001,348.725,Nashville,0
TX000687,AC00370,280.92,2024-01-01 18:21:00,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,04/11/2024 08:06,0,5.641623342747815,18,0,0,7,344.40999999999997,-63.48999999999995,Atlanta,1
TX000688,AC00330,42.42,2023-06-01 17:19:00,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,04/11/2024 08:09,0,3.7709201644501458,17,3,0,4,216.66750000000002,-174.2475,Dallas,1
TX000689,AC00218,77.03,2023-06-19 16:57:00,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,04/11/2024 08:08,0,4.35709336812867,16,0,0,6,278.53833333333336,-201.50833333333335,Fresno,0
TX000690,AC00437,22.59,2023-03-27 16:12:00,Debit,Seattle,D000048,113.115.81.178,M060,ATM,62,Retired,45,1,3988.75,04/11/2024 08:08,0,3.1608228934195837,16,0,0,4,230.5425,-207.9525,Kansas City,1
TX000691,AC00287,568.76,2023-10-09 16:48:00,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,04/11/2024 08:12,0,6.345215219529468,16,0,0,2,320.885,247.875,Baltimore,0
TX000693,AC00465,105.94,2023-08-07 16:02:00,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,04/11/2024 08:09,0,4.672267929520586,16,0,0,6,229.21,-123.27000000000001,Boston,1
TX000695,AC00432,350.15,2023-11-27 16:18:00,Credit,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,04/11/2024 08:08,0,5.861213482605029,16,0,0,6,274.64833333333337,75.50166666666661,Charlotte,1
TX000696,AC00240,1151.18,2023-08-25 17:26:00,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,04/11/2024 08:07,1,7.049411079050077,17,4,0,2,750.6600000000001,400.52,Kansas City,0
TX000697,AC00497,183.67,2023-06-26 16:11:00,Debit,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1,910.26,04/11/2024 08:11,0,5.218570448457781,16,0,0,6,197.86833333333334,-14.198333333333352,Baltimore,1
TX000698,AC00026,278.27,2023-04-10 16:47:00,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,04/11/2024 08:09,0,5.632179055796509,16,0,0,6,158.685,119.58499999999998,Albuquerque,1
TX000699,AC00277,470.3,2023-09-12 18:46:00,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,04/11/2024 08:08,0,6.155494833929685,18,1,0,3,441.77,28.53000000000003,Austin,0
TX000700,AC00116,261.69,2023-11-27 17:29:00,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,04/11/2024 08:09,0,5.570974629731707,17,0,0,6,196.705,64.98499999999999,Fort Worth,1
TX000701,AC00367,365.04,2023-03-06 16:29:00,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,22,Student,94,1,873.89,04/11/2024 08:12,0,5.902742617047178,16,0,0,7,233.61428571428573,131.4257142857143,Baltimore,1
TX000702,AC00030,211.1,2023-09-14 16:58:00,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77,04/11/2024 08:07,0,5.357057861570636,16,3,0,8,325.7325,-114.63250000000002,Chicago,1
TX000703,AC00111,21.49,2023-05-04 16:51:00,Debit,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24,04/11/2024 08:08,0,3.1130707659712242,16,3,0,6,263.12166666666667,-241.63166666666666,Houston,1
TX000704,AC00220,63.58,2023-09-11 17:43:00,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04,04/11/2024 08:11,0,4.167904765330129,17,0,0,5,238.208,-174.628,Denver,1
TX000705,AC00295,321.86,2023-07-24 16:25:00,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,63,Doctor,167,1,12626.49,04/11/2024 08:06,0,5.777218792729383,16,0,0,6,249.90166666666667,71.95833333333334,Albuquerque,1
TX000706,AC00137,12.11,2023-12-12 16:17:00,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,04/11/2024 08:07,0,2.5733752977756086,16,1,0,3,125.72333333333334,-113.61333333333334,Fort Worth,1
TX000707,AC00004,642.54,2023-05-10 18:49:00,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,04/11/2024 08:10,0,6.466984185166485,18,2,0,9,242.2311111111111,400.3088888888889,Columbus,1
TX000708,AC00442,210.45,2023-12-11 16:47:00,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,27,Student,146,1,1242.49,04/11/2024 08:06,0,5.353988563918498,16,0,0,9,186.5911111111111,23.858888888888885,Houston,1
TX000709,AC00201,313.65,2023-01-30 16:08:00,Credit,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36,04/11/2024 08:10,0,5.751460909972942,16,0,0,5,207.064,106.58599999999998,Chicago,0
TX000710,AC00462,99.76,2023-08-07 16:21:00,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1,416.89,04/11/2024 08:06,0,4.61274145148441,16,0,0,6,82.36666666666666,17.393333333333345,Sacramento,0
TX000711,AC00390,115.32,2023-07-25 17:24:00,Debit,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,5929.08,04/11/2024 08:08,0,4.756345013785209,17,1,0,7,161.08142857142857,-45.76142857142858,Charlotte,1
TX000712,AC00297,33.61,2023-08-21 17:25:00,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,23,Student,72,1,479.08,04/11/2024 08:08,0,3.544142657647253,17,0,0,10,273.373,-239.76299999999998,Chicago,1
TX000713,AC00173,498.59,2023-01-30 16:20:00,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,04/11/2024 08:06,0,6.213787762038289,16,0,0,4,448.8,49.789999999999964,Houston,1
TX000714,AC00382,98.81,2023-09-04 16:48:00,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1,797.1,04/11/2024 08:08,0,4.603268378698495,16,0,0,5,179.89600000000002,-81.08600000000001,Austin,1
TX000715,AC00175,1.87,2023-10-20 18:34:00,Debit,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1,7287.94,04/11/2024 08:09,0,1.0543120297715298,18,4,0,7,305.21999999999997,-303.34999999999997,Washington,0
TX000716,AC00035,78.92,2023-06-15 18:57:00,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86,04/11/2024 08:08,0,4.381026134340298,18,3,0,9,239.0188888888889,-160.0988888888889,New York,1
TX000717,AC00219,194.29,2023-01-23 16:05:00,Credit,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41,04/11/2024 08:08,0,5.274485633294691,16,0,0,10,142.899,51.39099999999999,Raleigh,1
TX000718,AC00416,28.73,2023-10-31 16:11:00,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96,04/11/2024 08:08,0,3.3921566370100065,16,1,0,4,295.8025,-267.0725,Detroit,1
TX000719,AC00467,105.53,2023-06-16 16:36:00,Debit,Colorado Springs,D000003,53.131.194.183,M026,Online,24,Student,88,1,1433.66,04/11/2024 08:10,0,4.668426635623106,16,4,0,3,400.73,-295.20000000000005,Colorado Springs,0
TX000720,AC00465,737.34,2023-03-20 17:45:00,Debit,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1,7336.56,04/11/2024 08:08,0,6.604404423115734,17,0,0,6,229.21,508.13,Boston,1
TX000721,AC00102,237.86,2023-02-06 17:48:00,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63,04/11/2024 08:10,0,5.475877606240281,17,0,0,5,165.324,72.536,Albuquerque,1
TX000722,AC00119,409.61,2023-07-26 16:05:00,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,65,Doctor,89,1,11698.15,04/11/2024 08:10,0,6.017643858891285,16,2,0,6,273.21166666666664,136.39833333333337,Columbus,1
TX000723,AC00418,75.53,2023-08-21 17:36:00,Credit,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,1034.35,04/11/2024 08:07,0,4.33768282082183,17,0,0,4,378.3,-302.77,Austin,1
TX000724,AC00237,72.75,2023-05-01 16:30:00,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,04/11/2024 08:07,0,4.300680995219929,16,0,0,4,309.91,-237.16000000000003,Detroit,1
TX000725,AC00279,39.11,2023-09-01 18:05:00,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54,04/11/2024 08:08,0,3.6916256797819615,18,4,0,8,263.39875,-224.28875,Austin,1
TX000727,AC00043,729.38,2023-11-14 17:23:00,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,68,Doctor,90,1,9127.65,04/11/2024 08:08,0,6.59356494664956,17,1,0,4,503.6875,225.6925,Fresno,1
TX000728,AC00012,137.49,2023-07-26 16:54:00,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,34,Engineer,50,1,4471.05,04/11/2024 08:07,0,4.930798120854626,16,2,0,6,344.63000000000005,-207.14000000000004,Austin,1
TX000729,AC00244,504.71,2023-04-10 18:27:00,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,04/11/2024 08:08,0,6.225963382460326,18,0,0,5,365.25,139.45999999999998,Dallas,1
TX000730,AC00395,371.47,2023-05-30 16:15:00,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1,1187.04,04/11/2024 08:07,0,5.920156497663592,16,1,0,3,317.4166666666667,54.05333333333334,Fresno,1
TX000731,AC00253,430.35,2023-02-20 17:23:00,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,04/11/2024 08:10,0,6.066919825522588,17,0,0,6,515.64,-85.28999999999996,Atlanta,1
TX000732,AC00394,230.32,2023-05-15 18:15:00,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46,04/11/2024 08:08,0,5.443802033290018,18,0,0,7,240.10999999999999,-9.789999999999992,Colorado Springs,1
TX000733,AC00457,121.71,2023-09-05 17:02:00,Debit,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89,04/11/2024 08:11,0,4.809823847988456,17,1,0,3,261.5933333333333,-139.88333333333333,Chicago,0
TX000734,AC00046,98.87,2023-01-03 17:51:00,Debit,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1,533.2,04/11/2024 08:06,0,4.603869340255043,17,1,0,3,356.65000000000003,-257.78000000000003,Boston,1
TX000735,AC00011,117.55,2023-05-19 16:35:00,Debit,Fresno,D000088,4.101.189.38,M046,ATM,24,Student,35,1,897.94,04/11/2024 08:11,0,4.775334812511415,16,4,0,6,284.1616666666667,-166.61166666666668,Kansas City,1
TX000736,AC00045,244.64,2023-02-21 18:41:00,Debit,Tucson,D000172,66.255.7.16,M072,Branch,30,Doctor,103,1,9159.56,04/11/2024 08:06,0,5.503867049461198,18,1,0,5,369.024,-124.38400000000001,Portland,1
TX000737,AC00181,321.93,2023-12-04 18:27:00,Debit,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73,04/11/2024 08:07,0,5.7774355814696055,18,0,0,5,289.46,32.47000000000003,Charlotte,1
TX000738,AC00149,1092.73,2023-01-23 17:24:00,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98,04/11/2024 08:07,1,6.9973491517903526,17,0,0,5,376.418,716.312,Albuquerque,1
TX000739,AC00288,283.23,2023-02-06 16:48:00,Debit,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77,04/11/2024 08:07,0,5.649783769557158,16,0,0,3,396.0833333333333,-112.8533333333333,El Paso,0
TX000740,AC00014,346.65,2024-01-01 16:17:00,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,04/11/2024 08:06,0,5.851196226545027,16,0,0,9,348.25333333333333,-1.603333333333353,Atlanta,1
TX000741,AC00153,381.62,2023-01-27 16:40:00,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12,04/11/2024 08:11,0,5.947042329555235,16,4,0,6,394.5916666666667,-12.971666666666692,Atlanta,1
TX000742,AC00164,388.65,2023-02-21 16:02:00,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85,04/11/2024 08:08,0,5.96524890028957,16,1,0,6,506.56333333333333,-117.91333333333336,Chicago,1
TX000743,AC00159,29.22,2023-07-06 18:16:00,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43,04/11/2024 08:09,0,3.4085039568445934,18,3,0,5,204.82799999999997,-175.60799999999998,Kansas City,1
TX000744,AC00360,46.75,2023-07-31 17:37:00,Debit,Colorado Springs,D000469,196.244.194.198,M078,Branch,67,Retired,150,1,2840.43,04/11/2024 08:09,0,3.865979066926739,17,0,0,6,322.37166666666667,-275.62166666666667,Mesa,1
TX000745,AC00326,348.64,2023-06-09 17:12:00,Debit,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96,04/11/2024 08:11,0,5.856904053712287,17,4,0,4,296.185,52.454999999999984,Jacksonville,1
TX000746,AC00110,319.17,2023-01-11 16:58:00,Debit,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1,6501.56,04/11/2024 08:08,0,5.768852104730449,16,2,0,7,179.54714285714286,139.62285714285716,Chicago,1
TX000747,AC00110,73.95,2023-11-03 16:39:00,Debit,Kansas City,D000337,6.204.110.7,M012,ATM,26,Student,76,1,363.92,04/11/2024 08:07,0,4.316821224548606,16,4,0,7,179.54714285714286,-105.59714285714286,Chicago,1
TX000748,AC00257,389.63,2023-02-16 16:20:00,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48,04/11/2024 08:08,0,5.9677608204087464,16,3,0,11,310.0018181818182,79.62818181818182,Charlotte,1
TX000749,AC00145,217.61,2023-03-16 17:36:00,Debit,Chicago,D000172,216.32.4.105,M025,ATM,19,Student,45,1,1404.53,04/11/2024 08:10,0,5.387289320350301,17,3,0,4,301.9825,-84.3725,Chicago,0
TX000750,AC00455,199.84,2023-01-16 16:01:00,Debit,Dallas,D000330,48.19.99.211,M082,ATM,21,Student,150,1,706.44,04/11/2024 08:09,0,5.302508571166505,16,0,0,7,304.6228571428572,-104.78285714285718,Baltimore,1
TX000751,AC00282,56.35,2023-02-09 16:09:00,Debit,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73,04/11/2024 08:07,0,4.04917284357538,16,3,0,5,301.034,-244.684,Austin,1
TX000752,AC00045,248.95,2023-06-16 16:19:00,Credit,San Francisco,D000454,38.210.156.148,M068,Branch,65,Retired,29,1,3059.79,04/11/2024 08:09,0,5.521260897859579,16,4,0,5,369.024,-120.07400000000001,Portland,1
TX000753,AC00390,142.58,2023-06-19 16:20:00,Debit,San Antonio,D000647,139.23.212.102,M048,ATM,33,Engineer,145,1,7844.23,04/11/2024 08:06,0,4.966892371148337,16,0,0,7,161.08142857142857,-18.501428571428562,Charlotte,1
TX000754,AC00032,1020.73,2023-07-24 16:42:00,Debit,Fort Worth,D000676,166.79.195.157,M087,ATM,28,Student,87,1,1119.61,04/11/2024 08:11,1,6.92925254799296,16,0,0,8,380.37375,640.35625,Tucson,1
TX000757,AC00154,333.78,2023-11-30 17:53:00,Debit,San Diego,D000444,49.31.186.82,M057,ATM,60,Retired,98,1,6810.94,04/11/2024 08:07,0,5.813473599674474,17,3,0,5,173.886,159.89399999999998,Boston,1
TX000758,AC00190,332.59,2023-07-13 17:50:00,Debit,San Antonio,D000163,166.41.54.117,M060,Online,55,Retired,143,1,1457.07,04/11/2024 08:09,0,5.809912694016117,17,3,0,5,220.82799999999997,111.762,Baltimore,1
TX000759,AC00156,236.81,2023-10-26 16:59:00,Debit,Oklahoma City,D000274,189.168.172.41,M013,Branch,22,Student,15,1,813.68,04/11/2024 08:07,0,5.471472035517174,16,3,0,4,220.785,16.025000000000006,Phoenix,1
TX000760,AC00005,417.8,2023-06-26 16:21:00,Credit,Philadelphia,D000630,49.31.186.82,M066,Branch,27,Student,130,1,1518.82,04/11/2024 08:09,0,6.037393478996382,16,0,0,9,347.97444444444443,69.82555555555558,Charlotte,1
TX000761,AC00126,319.27,2023-08-07 16:54:00,Debit,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78,04/11/2024 08:12,0,5.76916439003684,16,0,0,7,217.12285714285713,102.14714285714285,Atlanta,1
TX000762,AC00201,384.1,2023-05-24 18:32:00,Debit,Detroit,D000497,199.103.32.145,M004,Branch,42,Engineer,172,1,672.79,04/11/2024 08:11,0,5.953503040820864,18,2,0,5,207.064,177.03600000000003,Chicago,1
TX000763,AC00165,820.62,2023-03-03 17:18:00,Credit,Fresno,D000622,47.82.77.181,M084,Branch,61,Doctor,158,1,6024.8,04/11/2024 08:07,1,6.71127800106393,17,4,0,6,293.5266666666667,527.0933333333332,Atlanta,1
TX000764,AC00420,474.77,2023-12-25 16:28:00,Credit,Indianapolis,D000046,104.155.121.252,M073,Online,56,Engineer,50,1,2158.59,04/11/2024 08:08,0,6.164934544178619,16,0,0,4,447.895,26.875,Indianapolis,0
TX000765,AC00329,542.72,2023-09-04 18:37:00,Credit,Indianapolis,D000573,34.86.220.205,M100,Branch,43,Doctor,92,1,6011.8,04/11/2024 08:08,0,6.298434408467047,18,0,0,9,220.51333333333335,322.2066666666667,Jacksonville,1
